detail_id;order_id;customer_id;product_id;postal_code;sales;quantity;discount;profit
2278;CA-2014-104283;LM-17065;FUR-TA-100010391;38671;85.98;1;0.00;22.35
2279;CA-2014-104283;LM-17065;TEC-AC-100001091;38671;223.96;4;0.00;53.75
2280;CA-2017-142622;JK-15625;FUR-CH-100038331;98115;97.57;2;0.20;-6.10
2281;CA-2017-142622;JK-15625;FUR-CH-100042891;98115;614.27;8;0.20;-23.04
2282;CA-2017-142622;JK-15625;FUR-BO-100044671;98115;199.98;2;0.00;38.00
2283;CA-2016-132143;FM-14215;OFF-PA-100027131;6457;48.16;7;0.00;22.15
2284;CA-2015-153108;SF-20200;TEC-PH-100015521;47362;23.92;2;0.00;6.70
2285;CA-2015-153108;SF-20200;OFF-AP-100022221;47362;60.69;7;0.00;16.39
2286;CA-2016-112676;PJ-18835;OFF-PA-100039711;37130;14.35;3;0.20;5.20
2287;CA-2017-165687;CS-12355;OFF-AP-100040361;24153;35.04;2;0.00;12.26
2288;US-2017-112928;BB-10990;OFF-AP-100022871;43615;17.48;5;0.20;1.31
2289;CA-2017-143343;BW-11200;OFF-AR-100023751;90032;16.40;5;0.00;4.76
2290;CA-2017-115154;RS-19420;FUR-TA-100019501;98115;892.98;2;0.00;80.37
2291;CA-2015-149342;TS-21160;TEC-PH-100015571;31907;287.97;3;0.00;77.75
2292;CA-2015-149342;TS-21160;FUR-FU-100029371;31907;595.38;6;0.00;297.69
2293;CA-2015-149342;TS-21160;OFF-PA-100011661;31907;12.96;2;0.00;6.22
2294;CA-2015-130995;QJ-19255;TEC-PH-100003471;10009;4.95;1;0.00;1.34
2295;CA-2017-127929;FM-14215;FUR-FU-100037081;6457;181.95;3;0.00;38.21
2296;CA-2015-113145;VD-21670;OFF-PA-100026591;10011;13.52;4;0.00;6.22
2297;CA-2015-113145;VD-21670;FUR-FU-100009651;10011;259.70;5;0.00;106.48
2298;CA-2015-113145;VD-21670;TEC-PH-100015271;10011;42.95;1;0.00;1.29
2299;CA-2015-113145;VD-21670;TEC-AC-100018381;10011;1399.93;7;0.00;601.97
2300;CA-2015-113145;VD-21670;TEC-PH-100025971;10011;503.96;4;0.00;125.99
2301;CA-2014-162362;JL-15505;OFF-BI-100007561;48640;12.72;3;0.00;6.36
2302;CA-2014-162362;JL-15505;OFF-BI-100005461;48640;11.52;4;0.00;5.64
2303;CA-2016-106558;DL-13495;TEC-AC-100011421;31907;316.00;4;0.00;31.60
2304;CA-2017-157931;MO-17800;FUR-CH-100007851;30076;723.92;4;0.00;188.22
2305;CA-2017-157931;MO-17800;OFF-PA-100004741;30076;106.32;3;0.00;49.97
2306;CA-2016-115574;BP-11185;FUR-BO-100034411;60623;141.37;2;0.30;-14.14
2307;CA-2015-160794;MS-17980;OFF-PA-100041561;77041;27.22;3;0.20;9.87
2308;CA-2017-116225;SV-20935;TEC-AC-100014321;10009;390.75;5;0.00;171.93
2309;US-2017-120418;BC-11125;FUR-CH-100013941;85345;280.79;1;0.20;35.10
2310;US-2017-120418;BC-11125;OFF-ST-100023701;85345;68.45;4;0.20;7.70
2311;US-2017-120418;BC-11125;OFF-AR-100029561;85345;88.04;5;0.20;6.60
2312;US-2017-120418;BC-11125;OFF-AR-100019551;85345;15.87;1;0.20;1.98
2313;US-2017-120418;BC-11125;OFF-ST-100018091;85345;215.59;3;0.20;-48.51
2314;CA-2017-122035;EM-13825;OFF-LA-100040931;57103;14.62;2;0.00;6.87
2315;CA-2017-122035;EM-13825;OFF-AP-100021181;57103;416.32;2;0.00;112.41
2316;CA-2017-122035;EM-13825;OFF-BI-100004041;57103;43.00;5;0.00;20.21
2317;CA-2017-122035;EM-13825;FUR-CH-100038331;57103;182.94;3;0.00;27.44
2318;CA-2017-122035;EM-13825;OFF-BI-100020721;57103;60.83;7;0.00;30.42
2319;CA-2017-122035;EM-13825;TEC-AC-100030951;57103;389.97;3;0.00;132.59
2320;CA-2015-117828;BD-11500;OFF-AP-100015631;23223;194.32;4;0.00;56.35
2321;CA-2017-165491;HW-14935;TEC-AC-100003581;98115;265.93;7;0.00;63.82
2322;CA-2015-109470;KC-16255;OFF-BI-100044921;42420;94.74;3;0.00;44.53
2323;CA-2015-109470;KC-16255;OFF-BI-100010721;42420;60.64;4;0.00;27.89
2324;CA-2015-109470;KC-16255;OFF-BI-100037071;42420;76.30;5;0.00;38.15
2325;CA-2015-109470;KC-16255;OFF-BI-100009771;42420;364.80;12;0.00;167.81
2326;CA-2015-105102;BM-11575;OFF-BI-100020821;10035;79.87;3;0.20;29.95
2327;CA-2015-105102;BM-11575;FUR-BO-100047091;10035;46.38;1;0.20;1.16
2328;CA-2015-105102;BM-11575;OFF-PA-100023651;10035;12.96;2;0.00;6.22
2329;CA-2017-138422;KN-16705;OFF-EN-100041471;80525;14.35;3;0.20;5.20
2330;US-2015-147739;JD-16150;FUR-FU-100014681;19140;547.14;4;0.20;-68.39
2331;CA-2016-155187;LA-16780;OFF-ST-100006421;90004;41.96;2;0.00;2.94
2332;CA-2016-155187;LA-16780;OFF-PA-100003801;90004;41.70;5;0.00;20.85
2333;CA-2017-169285;RW-19690;OFF-PA-100040711;47905;277.40;5;0.00;133.15
2334;CA-2017-169285;RW-19690;OFF-PA-100049711;47905;5.78;1;0.00;2.83
2335;CA-2014-140886;KW-16570;OFF-AP-100006961;37042;69.22;6;0.20;11.25
2336;CA-2017-152695;CC-12220;OFF-EN-100040301;6824;10.86;3;0.00;5.10
2337;CA-2017-152695;CC-12220;OFF-AP-100000261;6824;426.79;7;0.00;123.77
2338;CA-2014-110639;RH-19495;OFF-PA-100039361;10009;25.92;4;0.00;12.44
2339;CA-2014-110639;RH-19495;OFF-PA-100045301;10009;45.92;4;0.00;22.50
2340;CA-2014-121727;JK-15625;OFF-AR-100049301;43229;10.72;2;0.20;1.74
2341;CA-2016-137736;DC-13285;OFF-AR-100049991;31088;41.86;7;0.00;10.47
2342;US-2014-143231;GM-14455;FUR-FU-100025011;2038;63.20;5;0.00;23.38
2343;US-2014-143231;GM-14455;TEC-AC-100003581;2038;113.97;3;0.00;27.35
2344;US-2014-155894;CL-11890;OFF-ST-100048041;60623;123.55;3;0.20;-29.34
2345;CA-2016-119025;PV-18985;OFF-AP-100012051;53209;490.32;9;0.00;137.29
2346;CA-2016-159373;LT-17110;OFF-PA-100006591;78207;70.08;5;0.20;24.53
2347;CA-2016-159373;LT-17110;OFF-BI-100041411;78207;1.27;2;0.80;-2.16
2348;CA-2016-159373;LT-17110;FUR-TA-100046191;78207;557.59;5;0.30;0.00
2349;CA-2017-109701;AM-10360;OFF-BI-100041871;90032;9.02;6;0.20;3.16
2350;CA-2017-109701;AM-10360;OFF-BI-100006321;90032;69.46;2;0.20;22.57
2351;CA-2017-109701;AM-10360;OFF-PA-100037241;90032;10.86;2;0.00;5.32
2352;CA-2017-109701;AM-10360;OFF-AP-100027651;90032;79.47;3;0.00;22.25
2353;CA-2017-109701;AM-10360;OFF-AR-100018681;90032;10.08;6;0.00;5.04
2354;CA-2015-111514;SC-20260;FUR-BO-100025451;94122;1552.83;7;0.15;200.95
2355;CA-2015-111514;SC-20260;OFF-BI-100027351;94122;137.24;5;0.20;46.32
2356;CA-2015-111514;SC-20260;TEC-AC-100048641;94122;36.51;1;0.00;15.70
2357;CA-2015-111514;SC-20260;TEC-MA-100005971;94122;239.98;3;0.20;80.99
2358;US-2014-148838;CP-12340;FUR-TA-100034731;10024;1579.75;7;0.40;-447.59
2359;US-2014-148838;CP-12340;FUR-TA-100019501;10024;1071.58;4;0.40;-553.65
2360;US-2014-148838;CP-12340;FUR-TA-100041751;10024;613.91;3;0.40;-122.78
2361;US-2014-148838;CP-12340;OFF-PA-100029601;10024;34.86;7;0.00;16.38
2362;US-2014-148838;CP-12340;OFF-PA-100009191;10024;155.04;4;0.00;75.97
2363;CA-2017-136497;RF-19840;OFF-BI-100015531;43229;13.71;5;0.70;-10.05
2364;US-2016-108637;AB-10060;FUR-FU-100048641;22980;127.88;2;0.00;40.92
2365;US-2016-108637;AB-10060;OFF-AP-100045401;22980;160.32;2;0.00;44.89
2366;US-2016-108637;AB-10060;OFF-BI-100049651;22980;46.00;4;0.00;20.70
2367;CA-2014-102295;EH-13990;FUR-CH-100017141;95823;120.71;1;0.20;-18.11
2368;CA-2017-123659;MN-17935;OFF-PA-100024641;20735;23.12;4;0.00;11.33
2369;US-2016-129469;KL-16555;FUR-FU-100022981;45014;532.70;6;0.20;-26.64
2370;US-2016-129469;KL-16555;OFF-AR-100003151;45014;4.91;2;0.20;0.31
2371;CA-2017-155152;MP-17965;TEC-AC-100043531;2886;252.00;4;0.00;93.24
2372;CA-2016-159940;BF-11020;FUR-FU-100049731;60505;60.29;8;0.60;-27.13
2373;CA-2016-159940;BF-11020;OFF-FA-100009361;60505;2.63;1;0.20;0.82
2374;CA-2016-159940;BF-11020;OFF-PA-100016091;60505;23.69;9;0.20;7.70
2375;CA-2016-159940;BF-11020;FUR-CH-100007851;60505;253.37;2;0.30;-14.48
2376;CA-2017-119669;TP-21130;OFF-FA-100000531;30080;5.67;3;0.00;0.11
2377;US-2014-164616;MS-17770;OFF-BI-100017181;43229;76.78;4;0.70;-58.86
2378;US-2014-164616;MS-17770;OFF-SU-100047681;43229;9.18;2;0.20;1.15
2379;CA-2015-148628;KM-16375;OFF-PA-100038831;91360;32.75;5;0.00;15.07
2380;CA-2016-118052;BE-11455;OFF-FA-100042481;44052;7.22;2;0.20;1.71
2381;CA-2016-118052;BE-11455;OFF-PA-100025811;44052;49.57;2;0.20;15.49
2382;CA-2016-118052;BE-11455;FUR-FU-100048481;44052;54.71;7;0.20;11.63
2383;US-2017-117534;CV-12295;OFF-AP-100024031;93727;176.04;4;0.00;45.77
2384;US-2017-117534;CV-12295;OFF-AR-100030871;93727;16.02;9;0.00;4.49
2385;US-2017-117534;CV-12295;OFF-BI-100020261;93727;185.92;4;0.20;62.75
2386;US-2017-117534;CV-12295;TEC-PH-100001411;93727;211.17;4;0.20;15.84
2387;US-2017-117534;CV-12295;TEC-CO-100009711;93727;479.98;2;0.20;60.00
2388;CA-2015-145065;DK-13375;OFF-FA-100012291;92105;7.86;2;0.00;3.62
2389;CA-2015-145065;DK-13375;OFF-BI-100024371;92105;24.45;2;0.20;8.86
2390;US-2015-127040;SG-20605;OFF-PA-100042551;10009;6.48;1;0.00;3.11
2391;US-2015-127040;SG-20605;OFF-PA-100011841;10009;41.86;7;0.00;20.51
2392;US-2015-127040;SG-20605;TEC-AC-100026371;10009;1619.91;9;0.00;97.19
2393;US-2015-127040;SG-20605;FUR-FU-100028781;10009;113.92;4;0.00;42.15
2394;CA-2016-128111;CS-12355;OFF-AR-100005881;2148;39.68;2;0.00;10.32
2395;CA-2015-137897;PJ-18835;TEC-AC-100022171;10035;37.60;2;0.00;2.26
2396;CA-2015-137897;PJ-18835;TEC-AC-100012671;10035;59.90;2;0.00;23.96
2397;CA-2015-137897;PJ-18835;OFF-PA-100040411;10035;37.00;5;0.00;16.65
2398;CA-2017-169264;NP-18700;OFF-LA-100016131;94109;5.76;2;0.00;2.82
2399;CA-2017-169264;NP-18700;OFF-AR-100002461;94109;16.68;6;0.00;4.34
2400;CA-2017-147361;SB-20290;OFF-ST-100018091;29501;628.81;7;0.00;12.58
2401;CA-2017-147361;SB-20290;OFF-ST-100022141;29501;56.45;5;0.00;14.68
2402;CA-2017-145877;AS-10090;OFF-ST-100006491;65807;94.20;6;0.00;23.55
2403;CA-2017-145877;AS-10090;OFF-EN-100019901;65807;28.40;5;0.00;13.35
2404;US-2016-110170;HM-14860;FUR-BO-100007801;77340;956.66;7;0.32;-225.10
2405;CA-2017-108574;MG-18145;TEC-AC-100020491;90045;1115.91;9;0.00;200.86
2406;CA-2017-108574;MG-18145;TEC-PH-100035551;90045;128.74;7;0.20;-28.97
2407;CA-2017-108574;MG-18145;TEC-PH-100007021;90045;79.92;10;0.20;26.97
2408;CA-2017-144589;TM-21010;OFF-AR-100036311;94122;24.20;5;0.00;7.99
2409;CA-2017-144589;TM-21010;TEC-PH-100030721;94122;359.98;3;0.20;130.49
2410;CA-2017-155985;BE-11335;FUR-FU-100007581;94122;211.84;8;0.00;76.26
2411;CA-2014-162684;AS-10630;OFF-FA-100009921;19120;5.68;2;0.20;1.92
2412;CA-2015-142041;EM-13810;OFF-BI-100041871;90036;7.52;5;0.20;2.63
2413;CA-2014-151295;JA-15970;OFF-PA-100019471;90045;11.96;2;0.00;5.86
2414;CA-2014-151295;JA-15970;FUR-TA-100023561;90045;629.06;3;0.20;31.45
2415;CA-2016-156300;TB-21595;FUR-CH-100017141;53209;754.45;5;0.00;60.36
2416;CA-2015-146087;PP-18955;FUR-BO-100028241;1040;301.96;2;0.00;60.39
2417;CA-2017-168655;ML-18040;TEC-AC-100028421;87105;595.00;5;0.00;95.20
2418;CA-2017-168655;ML-18040;OFF-BI-100020821;87105;79.87;3;0.20;29.95
2419;CA-2016-107202;LC-16930;TEC-MA-100001121;89431;2396.40;10;0.20;179.73
2420;CA-2017-159597;MC-17590;OFF-ST-100022891;92236;63.56;2;0.00;3.18
2421;CA-2017-159597;MC-17590;TEC-AC-100041711;92236;99.99;1;0.00;44.00
2422;CA-2016-155551;CR-12580;OFF-ST-100036561;60126;230.38;3;0.20;-48.95
2423;CA-2016-155551;CR-12580;OFF-PA-100015601;60126;9.66;2;0.20;3.26
2424;US-2017-147669;SV-20935;TEC-AC-100024731;45014;158.93;7;0.20;41.72
2425;US-2017-147669;SV-20935;OFF-BI-100006321;45014;13.02;1;0.70;-10.42
2426;US-2017-147669;SV-20935;FUR-TA-100026451;45014;273.06;2;0.40;-104.67
2427;US-2017-147669;SV-20935;OFF-FA-100029751;45014;39.31;13;0.20;12.78
2428;CA-2016-169922;MZ-17515;OFF-BI-100037841;76017;1.34;4;0.80;-2.15
2429;CA-2016-169922;MZ-17515;OFF-BI-100016171;76017;8.27;4;0.80;-13.65
2430;CA-2016-169922;MZ-17515;FUR-FU-100044151;76017;12.54;7;0.60;-9.09
2431;CA-2017-100748;RB-19795;OFF-LA-100002401;94110;58.48;8;0.00;27.49
2432;CA-2017-129805;HM-14860;FUR-FU-100019351;98103;7.40;2;0.00;3.03
2433;CA-2014-148586;AZ-10750;FUR-CH-100024391;10009;366.79;7;0.10;65.21
2434;US-2017-112613;JH-15910;TEC-PH-100015361;77070;54.37;4;0.20;4.08
2435;CA-2015-154746;PJ-18835;OFF-EN-100015321;22153;33.96;2;0.00;16.98
2436;CA-2015-154746;PJ-18835;OFF-AP-100030571;22153;826.11;3;0.00;322.18
6429;CA-2016-143714;CC-12370;TEC-PH-100040801;19120;122.38;3;0.40;-24.48
2437;CA-2017-140053;CA-12265;FUR-FU-100037081;87401;545.85;9;0.00;114.63
2438;CA-2014-164210;PW-19240;FUR-TA-100008491;80027;145.98;2;0.50;-99.27
2439;CA-2014-164210;PW-19240;OFF-PA-100022591;80027;35.81;4;0.20;12.53
2440;CA-2017-139948;SW-20455;FUR-FU-100025971;33614;7.90;2;0.20;2.17
2441;CA-2016-146934;AF-10870;TEC-PH-100046141;7055;345.00;5;0.00;86.25
2442;CA-2016-146934;AF-10870;FUR-TA-100037481;7055;174.29;2;0.30;-19.92
2443;CA-2016-146934;AF-10870;OFF-AP-100032171;7055;662.84;4;0.00;172.34
2444;CA-2016-146934;AF-10870;TEC-AC-100023991;7055;95.10;5;0.00;30.43
2445;CA-2016-146934;AF-10870;OFF-EN-100029731;7055;26.88;6;0.00;12.90
2446;CA-2016-146934;AF-10870;TEC-PH-100013361;7055;257.98;2;0.00;74.81
2447;CA-2015-100573;AM-10705;OFF-EN-100004611;90004;17.48;2;0.00;8.22
2448;CA-2016-119165;BD-11320;FUR-CH-100009881;19143;492.84;5;0.30;-14.08
2449;CA-2015-128027;CM-12385;OFF-ST-100018091;29406;269.49;3;0.00;5.39
2450;CA-2016-140207;CS-12400;OFF-BI-100039631;95123;29.12;5;0.20;9.83
2451;CA-2017-140949;DB-13405;OFF-LA-100000811;10011;18.75;5;0.00;9.00
2452;CA-2017-140949;DB-13405;TEC-PH-100001491;10011;119.70;6;0.00;31.12
2453;CA-2017-140949;DB-13405;OFF-BI-100006051;10011;9.14;3;0.20;3.09
2454;CA-2017-140949;DB-13405;TEC-AC-100023991;10011;57.06;3;0.00;18.26
2455;CA-2017-140949;DB-13405;TEC-AC-100030381;10011;71.60;8;0.00;13.60
2456;CA-2017-140949;DB-13405;OFF-ST-100003441;10011;107.44;8;0.00;27.93
2457;CA-2017-140949;DB-13405;OFF-LA-100040931;10011;7.31;1;0.00;3.44
2458;CA-2017-140949;DB-13405;OFF-AR-100016831;10011;59.10;6;0.00;22.46
2459;CA-2017-140949;DB-13405;OFF-ST-100034551;10011;46.53;3;0.00;12.10
2460;CA-2017-138548;JG-15160;OFF-AP-100025781;7060;97.84;2;0.00;25.44
2461;CA-2015-142419;SC-20380;OFF-PA-100017631;98115;29.97;3;0.00;13.49
2462;CA-2015-142419;SC-20380;OFF-BI-100015971;98115;98.35;3;0.20;34.42
2463;CA-2017-148691;CS-12460;OFF-BI-100015241;10009;83.92;5;0.20;29.37
2464;CA-2017-148691;CS-12460;OFF-BI-100015531;10009;14.62;2;0.20;5.12
2465;CA-2017-148691;CS-12460;TEC-PH-100005761;10009;136.99;1;0.00;36.99
2466;CA-2017-148691;CS-12460;OFF-LA-100013171;10009;3.15;1;0.00;1.51
2467;CA-2017-128755;MK-18160;OFF-PA-100007261;23602;9.11;1;0.00;4.10
2468;CA-2017-128755;MK-18160;OFF-ST-100033061;23602;571.44;4;0.00;165.72
2469;CA-2017-128755;MK-18160;OFF-PA-100049831;23602;32.40;5;0.00;15.55
2470;CA-2017-128755;MK-18160;OFF-ST-100012911;23602;16.91;1;0.00;4.57
2471;US-2016-135923;CM-11935;FUR-FU-100021071;28314;14.27;8;0.20;4.28
2472;US-2016-135923;CM-11935;FUR-BO-100022131;28314;451.14;4;0.20;-67.67
2473;US-2016-135923;CM-11935;OFF-AP-100006921;28314;64.86;4;0.20;6.49
2474;CA-2016-114972;PF-19225;FUR-CH-100011901;90032;217.58;2;0.20;-29.92
2475;CA-2016-114972;PF-19225;TEC-AC-100006821;90032;82.95;5;0.00;29.03
2476;CA-2016-114972;PF-19225;OFF-LA-100045451;90032;87.71;7;0.00;41.22
2477;CA-2016-114972;PF-19225;OFF-AP-100030571;90032;1101.48;4;0.00;429.58
2478;CA-2017-102750;GM-14695;FUR-TA-100001981;90036;1322.35;3;0.20;-99.18
2479;CA-2014-145212;DC-12850;OFF-AR-100028331;10011;5.46;3;0.00;1.47
2480;CA-2017-141992;FO-14305;OFF-SU-100025571;75220;11.18;1;0.20;0.84
2481;CA-2017-141992;FO-14305;OFF-ST-100036561;75220;153.58;2;0.20;-32.64
2482;CA-2017-147956;AH-10210;OFF-ST-100010971;98105;1003.62;6;0.00;0.00
2483;CA-2017-126067;KN-16705;TEC-PH-100009121;98105;35.17;4;0.20;11.43
2484;CA-2017-126067;KN-16705;FUR-TA-100006171;98105;1137.75;5;0.00;250.31
2485;CA-2017-126067;KN-16705;OFF-BI-100016581;98105;99.68;5;0.20;32.40
2486;CA-2017-126067;KN-16705;OFF-AR-100038561;98105;5.56;2;0.00;1.45
2487;CA-2015-104514;CB-12535;OFF-ST-100018371;19711;85.52;2;0.00;22.24
2488;CA-2015-104514;CB-12535;OFF-AR-100014731;19711;9.84;3;0.00;2.66
2489;CA-2015-104514;CB-12535;OFF-PA-100042851;19711;20.04;3;0.00;9.62
2490;CA-2015-141040;TB-21250;TEC-PH-100018351;10024;631.96;4;0.00;303.34
2491;CA-2015-141040;TB-21250;OFF-PA-100022451;10024;23.92;4;0.00;10.76
2492;CA-2014-113579;KD-16345;OFF-PA-100014571;90049;90.24;6;0.00;41.51
2493;CA-2014-144624;JM-15865;TEC-PH-100028851;14701;4548.81;7;0.00;1228.18
2494;CA-2016-146206;KT-16480;FUR-TA-100040861;77095;300.93;5;0.30;-34.39
2495;CA-2016-146206;KT-16480;TEC-PH-100008951;77095;719.96;5;0.20;54.00
2496;CA-2014-136644;SC-20575;FUR-CH-100002251;46544;647.84;8;0.00;32.39
2497;CA-2015-122371;BS-11800;OFF-ST-100023701;92037;64.17;3;0.00;18.61
2498;CA-2015-122371;BS-11800;OFF-EN-100000561;92037;124.46;2;0.00;58.50
2499;CA-2016-126935;BT-11395;OFF-BI-100048171;94109;9.58;1;0.20;3.35
2500;US-2017-133781;DC-12850;OFF-EN-100044831;33178;37.61;3;0.20;12.69
2501;CA-2017-131618;LS-17200;OFF-PA-100018921;60076;12.22;2;0.20;4.43
2502;CA-2017-131618;LS-17200;OFF-BI-100005461;60076;2.30;4;0.80;-3.57
2503;CA-2017-131618;LS-17200;OFF-BI-100012941;60076;9.36;4;0.80;-16.38
2504;CA-2016-149482;RR-19315;OFF-LA-100002481;94110;7.38;2;0.00;3.47
2505;CA-2014-143917;KL-16645;OFF-ST-100012281;94122;53.72;4;0.00;15.04
2506;CA-2014-143917;KL-16645;OFF-SU-100001511;94122;8187.65;5;0.00;327.51
2507;CA-2014-143917;KL-16645;FUR-FU-100043511;94122;77.92;8;0.00;34.28
2508;CA-2015-120397;RB-19435;OFF-AP-100012931;77070;32.78;4;0.80;-85.24
2509;CA-2017-163902;MY-17380;TEC-PH-100006751;90045;196.78;3;0.20;14.76
2510;CA-2017-163902;MY-17380;TEC-AC-100005801;90045;479.94;6;0.00;52.79
2511;CA-2016-136812;AW-10930;OFF-ST-100034701;73120;1117.92;4;0.00;55.90
2512;CA-2015-102722;KW-16570;TEC-AC-100031161;71203;106.50;6;0.00;41.54
2513;CA-2017-155089;DB-12910;OFF-BI-100024291;33614;45.66;5;0.70;-33.48
2514;CA-2016-124506;BB-11545;TEC-AC-100032801;60623;95.97;4;0.20;1.20
2515;CA-2016-124506;BB-11545;FUR-CH-100045401;60623;47.99;2;0.30;-2.06
2516;CA-2014-106572;NP-18700;OFF-ST-100005851;43402;264.32;2;0.20;19.82
2517;CA-2014-128888;PB-19105;OFF-EN-100030011;77095;604.66;9;0.20;204.07
2518;CA-2017-123134;DW-13585;FUR-FU-100039751;7090;129.93;3;0.00;12.99
2519;CA-2016-124352;CD-12790;OFF-LA-100045591;73120;20.16;7;0.00;9.88
2520;CA-2016-124352;CD-12790;OFF-LA-100032231;73120;29.46;6;0.00;14.44
2521;CA-2016-124352;CD-12790;OFF-AP-100026511;73120;868.59;3;0.00;251.89
2522;CA-2016-124352;CD-12790;OFF-PA-100031771;73120;12.96;2;0.00;6.22
2523;CA-2016-124352;CD-12790;TEC-PH-100034421;73120;5.50;1;0.00;1.38
2524;CA-2016-124352;CD-12790;OFF-BI-100009771;73120;121.60;4;0.00;55.94
8350;US-2015-115238;JW-15220;FUR-FU-100010251;1841;24.30;5;0.00;10.45
2525;CA-2015-124541;TT-21220;OFF-AR-100040781;77041;42.05;9;0.20;5.26
2526;CA-2015-124541;TT-21220;TEC-AC-100025501;77041;25.49;2;0.20;4.46
2527;CA-2015-124541;TT-21220;OFF-BI-100049651;77041;6.90;3;0.80;-12.08
2528;CA-2015-124541;TT-21220;OFF-BI-100042091;77041;9.65;6;0.80;-16.88
2529;CA-2015-124541;TT-21220;OFF-PA-100015261;77041;7.97;2;0.20;2.89
2530;CA-2014-108707;DB-12910;OFF-PA-100007881;33311;10.37;2;0.20;3.63
2531;CA-2014-111500;DJ-13510;OFF-PA-100005951;72209;114.20;5;0.00;52.53
2532;CA-2014-111500;DJ-13510;OFF-BI-100008291;72209;17.96;4;0.00;8.26
2533;CA-2014-111500;DJ-13510;OFF-FA-100026761;72209;12.67;7;0.00;4.56
2534;CA-2014-111500;DJ-13510;TEC-AC-100008441;72209;339.96;4;0.00;122.39
2535;US-2017-117723;DL-13495;OFF-ST-100044591;19120;1801.63;6;0.20;-337.81
2536;CA-2015-143238;LO-17170;TEC-AC-100034991;92253;46.32;4;0.00;18.06
2537;CA-2015-168746;SV-20365;FUR-CH-100005131;44105;181.99;2;0.30;-54.60
2538;CA-2015-168746;SV-20365;TEC-PH-100008951;44105;431.98;4;0.40;-100.79
2539;CA-2015-168746;SV-20365;TEC-PH-100025551;44105;155.37;1;0.40;-36.25
2540;CA-2015-113404;EM-13810;FUR-CH-100033121;94122;1348.70;6;0.20;-219.16
2541;CA-2015-113404;EM-13810;FUR-CH-100040861;94122;700.15;3;0.20;78.77
2542;CA-2016-144792;KD-16615;FUR-FU-100027591;85254;111.89;7;0.20;22.38
2543;CA-2014-164385;NB-18580;OFF-AP-100021911;19134;143.95;3;0.20;14.40
2544;US-2016-114174;AP-10720;FUR-BO-100034501;2148;173.94;3;0.00;13.92
2545;US-2016-114174;AP-10720;OFF-LA-100002481;2148;14.76;4;0.00;6.94
2546;CA-2017-108070;JE-15745;OFF-ST-100048041;95123;205.92;4;0.00;2.06
2547;CA-2017-108070;JE-15745;FUR-BO-100013371;95123;102.83;1;0.15;-6.05
2548;US-2015-128090;JM-15865;OFF-AR-100022551;85023;2.30;1;0.20;0.26
2549;US-2015-128090;JM-15865;TEC-PH-100026241;85023;1879.96;5;0.20;211.50
2550;US-2015-128090;JM-15865;OFF-PA-100018781;85023;313.02;8;0.20;105.65
2551;US-2015-128090;JM-15865;OFF-LA-100004521;85023;5.04;2;0.20;1.76
2552;CA-2017-101042;AB-10105;FUR-FU-100046651;42420;821.88;6;0.00;213.69
2553;CA-2017-101042;AB-10105;OFF-BI-100000881;42420;21.96;2;0.00;10.76
2554;CA-2016-155439;PN-18775;OFF-PA-100000291;29203;25.92;4;0.00;12.44
2555;CA-2016-118626;JC-15775;TEC-PH-100003691;32303;705.54;7;0.20;70.55
2556;CA-2015-111458;PF-19165;TEC-AC-100015901;10035;50.00;2;0.00;12.00
2557;US-2016-126844;BW-11110;FUR-FU-100049091;77070;51.71;8;0.60;-32.32
2558;US-2015-112508;BP-11185;OFF-AP-100022871;33065;6.99;2;0.20;0.52
2559;CA-2015-147788;TM-21010;FUR-BO-100043571;84057;1406.86;7;0.00;140.69
2560;CA-2015-147788;TM-21010;OFF-LA-100037661;84057;15.75;5;0.00;7.56
2561;CA-2015-147788;TM-21010;OFF-ST-100000461;84057;323.10;2;0.00;61.39
2562;CA-2015-144288;MB-17305;OFF-LA-100031901;37211;9.22;4;0.20;3.34
2563;CA-2015-144288;MB-17305;OFF-PA-100027871;37211;10.37;2;0.20;3.63
2564;CA-2015-110632;HR-14830;TEC-AC-100003871;10009;15.02;1;0.00;2.70
2565;CA-2015-110632;HR-14830;OFF-ST-100012911;10009;33.82;2;0.00;9.13
2566;CA-2017-109589;BD-11635;TEC-AC-100031161;42104;71.00;4;0.00;27.69
2567;CA-2017-123967;SF-20200;OFF-BI-100013081;98226;25.12;5;0.20;7.85
2568;CA-2017-123967;SF-20200;FUR-TA-100039541;98226;2665.62;9;0.00;239.91
2569;CA-2017-148929;SP-20620;OFF-ST-100032821;10011;478.08;8;0.00;133.86
2570;CA-2017-134404;DR-12880;TEC-PH-100005761;43055;164.39;2;0.40;-35.62
2571;CA-2017-134404;DR-12880;OFF-AR-100044411;43055;13.25;4;0.20;3.64
2572;CA-2017-109778;VM-21685;OFF-AR-100037591;60098;2.91;2;0.20;0.91
2573;CA-2016-155845;CM-12235;TEC-AC-100041451;75007;1399.94;7;0.20;52.50
2574;CA-2017-145128;SM-20320;FUR-FU-100002931;47905;526.45;5;0.00;31.59
2575;CA-2014-129091;RA-19885;OFF-EN-100049551;31907;16.23;3;0.00;7.95
2576;CA-2014-129091;RA-19885;OFF-BI-100010711;31907;319.90;5;0.00;156.75
2577;CA-2014-129091;RA-19885;OFF-EN-100019901;31907;11.36;2;0.00;5.34
